Title,Genre,Description
Jeene Ki Raah,"Drama,Family,Musical",Desperate to earn money to support his extended family  Mohan becomes entangled in a web of deceit when he tells a lie in order to obtain a secretarial job in the city with the wealthy Mr ...                    
Mahal,"Crime,Mystery,Romance",To pay for his sister's marriage  a brother enters into a criminal conspiracy to impersonate the nephew of a wealthy male.
Ittefaq,"Crime,Mystery,Thriller",Taking place almost entirely over the course of one stormy night  a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home.
Mahua,"Musical,Romance",While playing his flute one day in the countryside  Brahmdesh  comes across a beautiful young woman. He is attracted to her and is told that her name is Mahua. When he is about to introduce...                    
Prince,"Musical,Romance",A rich prince who lives in luxury wants to attain inner peace. He leaves his riches to become an ordinary villager and from there on  his adventure begins.
Pyar Ka Mausam,"Drama,Musical,Romance",Seema is the only child of widowed Mohan  who is adopted by Mohan's boss  Sardar Ranjit Singh  who has no heir to his estate  as his daughter  Jamuna  eloped with a much poor peasant  Gopal...                    
Pyar Ka Sapna,"Comedy,Drama,Family",Ramesh marries a village girl  Sudha (who doesn't know English) at the behest of his parents so that he can go abroad to Great Britain for furthering his studies. In short  he does not love...                    
Rahgir,Romance,Add a Plot »
Raja Saab,Romance,Born and brought up in an orphanage  it has always been Rajoo's dream of becoming a wealthy man  particularly a Prince of any region. His dreams land him in trouble when he misbehaves with ...                    
Sachaai,"Action,Comedy,Crime",Ashok and Kishore (Shammi Kapoor and Sanjeev Kumar respectively) are two room-mates  living in a hostel. While Ashok takes to crime and dishonesty  Kishore is honest to a fault. When ...                    
Sajan,"Comedy,Mystery,Romance",Ashok comes from a business family and lives a very wealthy lifestyle. One day while perusing newspapers he comes across an article which claims that he is to marry a dancer named Rajni. ...                    
Khamoshi,"Family,Musical,Romance",khamoshi is an intriguing tale of a female nurse trying to maintain a balance between her professional life and her emotions who falls victim to the natural feeling of love and compassion when a person takes care of another person.
Pyar Hi Pyar,Romance,In order to win the heart of the beautiful Kavita  Vijay Pratap decides to masquerades as a wealthy industrialist and does succeed in winning Kavita's heart but Kavita has another charming ...                    
Shatranj,"Mystery,Thriller",When Mr.Thakur's wife and his daughter  Meena is abducted and taken to a foreign country; the authorities suspects it is the handiwork of criminals who wants to make Mr. Thakur their target...                    
Talash,"Romance,Thriller",A business man must choose between keeping his promise to marry a poor village belle  or making it big by wedding his boss's daughter: a wealthy Westernized girl who bares a striking resemblance to his first love.
Satyakam,Drama,The tale begins in the final days of the British Raj in India. A cohort of engineering students graduate a few months before Independence. Satyapriya and Naren are among the graduate ...                    
Sara Akash,Drama,A collegian becomes embittered after being forced to marry.
Tumse Achha Kaun Hai,"Comedy,Drama,Romance",In order to get medical treatment for his sister  a brother faces challenges when he is hired to subdue three out-of-control heiresses.
Vishwas,"Comedy,Drama,Romance",Neena lives a poor lifestyle along with her parents. Her marriage is arranged with a wealthy male  but the marriage could not take place as her parents are unable to provide enough dowry. ...                    
Waris,"Comedy,Drama,Family",Due to disagreements in the King's household  his wife and son decide to move away from his kingdom. Years later  the King passes away and the palace decides to locate the Prince  so that ...                    
Yakeen,"Action,Crime,Mystery",Rajesh Sharma  working with the Indian Government on a top secret research project  has to deal with enemy agents  explosions  murder and last but not least a dangerous look-alike.
Do Kaliyaan,"Drama,Family,Musical",Proud  wealthy  and haughty Kiran meets with down-to-earth middle-class fellow collegian  Shekhar  and after several clashes and misunderstandings  both fall in love and decide to get ...                    
Ankhen,"Action,Adventure,Drama",Shortly after independence India faces terrorists attacks in Assam  resulting in many deaths and casualties. A group of concerned citizens  who are not connected with the Government  decide...                    
Ankhen,"Action,Adventure,Drama",Shortly after independence India faces terrorists attacks in Assam  resulting in many deaths and casualties. A group of concerned citizens  who are not connected with the Government  decide...                    
Saat Hindustani,"Action,Adventure,Drama",A woman awaiting surgery recalls her life as a revolutionary along with seven other countrymen.
Neel Kamal,"Drama,Fantasy,Musical",Sleepwalker Sita Raichand (Waheeda Rehman) is rescued by Ram (Manoj Kumar) while walking on a railway track. Shortly thereafter Guruji (David) and Mr. Raichand (Balraj Sahni)  approach ...                    
Shikar,"Mystery,Thriller",Manager Ajay Singh find out that a man by the name of Naresh is murdered and inform police inspector Rai  but all evidences are tampered with at the crime scene and as a result the murderer...                    
Padosan,"Comedy,Musical,Romance",A simple man from a village falls in love with his new neighbor. He enlists the help of his musical-theater friends to woo the lovely girl-next-door away from her music teacher.
Kanyadaan,"Drama,Romance",Two small children  Rekha and Amar  undergo a marriage ceremony under guidance of their respective parents. Years later  Rekha and Amar have grown up  and are now capable of fulfilling ...                    
Brahmachari,"Comedy,Drama,Family",Of unknown parentage  as he was abandoned as a child  calling himself Brahmachari (Shammi Kapoor) lives in a heavily mortgaged house  with twelve other young orphans  and a servant/former ...                    
Brahmachari,"Comedy,Drama,Family",Of unknown parentage  as he was abandoned as a child  calling himself Brahmachari (Shammi Kapoor) lives in a heavily mortgaged house  with twelve other young orphans  and a servant/former ...                    
Aadmi,"Drama,Romance",Rajesh  though orphaned at a very age  comes from a very wealthy and noble family  is very insecure and possessive almost to the point of an obsession. As a child he had loved a girl named ...                    
Duniya,"Crime,Drama",An advocate faces heavy odds defending the brother of his sweetheart.
Aabroo,"Comedy,Crime,Drama",After being betrayed by the woman he loves  a doctor is accused of killing her husband.
Aashirwad,Drama,Shivnath Choudhary lives a wealthy lifestyle in Chandanpur  India  along with his wife  Leela  and 8 year old daughter  Neena. He likes to mingle with poor folk much  especially Baiju  to ...                    
Haseena Maan Jayegi,"Action,Adventure,Drama",An army officer's wife is unsure if the man she is living with is her husband or his look-alike.
Abhilasha,"Drama,Romance",A soon-to-be-married army officer faces rejection after he finds he was adopted as a child.
Anokhi Raat,"Crime,Drama,Mystery",In order to save her grandfather's mansion  Rama agrees to marry a much older male  Madanlal  who decides to sell some artifacts to prospective wealthy buyers  including Mr. and Mrs. Rai. ...                    
Aulad,"Comedy,Family",Mamta lives a poor lifestyle with her husband  Dinu  and two sons  Mohan  and Sohan. When Ram Lal  the wealthy Zamindar  Kanta Prasad Gupta's Munim  comes to them to take Sohan to Mrs. ...                    
Baazi,"Crime,Musical,Mystery",Elizabeth's uncle is in deep financial crisis. He somehow manages to prove his own death and cremate someone else's body in order to claim Rs.250 000 (a huge amount during 60s) from the ...                    
Baharon Ki Manzil,Mystery,Meena Kumari wakes up thinking she is Radha. Everyone around her  Subodh Rai  daughter Nalini  friends  and society believe she is Nanda. 16 years before  the date of the film  SS Fort ...                    
Balram Shri Krishna,Fantasy,After liberating the people of Mathura from the tyrannical rule of Kans  Krishna turns his attention to wedding Princess Rukmini  at Narad Muni's behest. Meanwhile  the disgruntled kings of...                    
Bambai Raat Ki Bahon Mein,"Crime,Drama,Romance",A news reporter becomes a suspect after a robbery and a homicide aboard an aircraft.
Ek Kali Muskai,"Drama,Family,Romance",Add a Plot »
Do Dooni Char,"Comedy,Drama",A man and his assistant go on a business trip  which results in a comedy of errors.
